year,to_country_id,to_country,performer,song,place_contest,place_final,points_final,points_tele_final,points_jury_final,composers,youtube_url,winner,top5,finalist,lyrics_english,total_without_contestant,per_of_pot_max,lyrics_token,tele_percentage,jury_percentage,region
1958,fr,France,André Claveau,Dors Mon Amour,1.0,1.0,27.0,,,Pierre Delanoë,https://youtube.com/watch?v=H2CQBXmgBmM,1,1,1,"Sleep, my love
The sun is still far from the day
We have all the time to love
And the night understands us
Sleep, my love
Protected by my arms that surround
Your sleep with a curtain of happiness
Sleep onto my heart
I'm a king that holds his whole kingdom in his fingers
And that shivers of seeing this enchanted kingdom falling down
Sleep, my love
My princess, locked up in her tower
With all the refrains of the night
My sleepy princess
I'm following your soul step by step on its way of joy
And I amuse myself by leaning over your starry sleep
Sleep, my love
The sun is still far from the day
We have all the time to love
And the night understands us
Sleep, my love
Protected by my arms that surround
Your sleep with a curtain of happiness
Sleep onto my heart
I hear the voice of your life that beats so close to me
And I feel like a very gentle blow that caresses my cheek
Sleep, my love
My princess, locked up in her tower
I see the morning smile
Here's the sun of tomorrow
The great ѕun of the eternаl love",90,30.0,"['love', 'sun', 'day', 'time', 'night', 'love', 'arm', 'sleep', 'curtain', 'happiness', 'sleep', 'heart', 'king', 'kingdom', 'finger', 'shiver', 'kingdom', 'love', 'princess', 'tower', 'refrain', 'night', 'princess', 'soul', 'step', 'step', 'way', 'joy', 'sleep', 'love', 'sun', 'day', 'time', 'night', 'love', 'arm', 'sleep', 'curtain', 'happiness', 'sleep', 'heart', 'voice', 'life', 'blow', 'cheek', 'love', 'princess', 'tower', 'morning', 'smile', 'sun', 'tomorrow', 'ѕun', 'eternаl', 'love']",,,Western Europe
1958,ch,Switzerland,Lys Assia,Giorgio,2.0,2.0,24.0,,,Paul Burkhard,https://youtube.com/watch?v=gGsalvX8K4c,0,1,1,"Oh George, George
Oh George from the lake Maggiore
George, a weekend with you in Ascona
In Ascona at the lake Maggiore
With chianti, chianti, chianti, chianti, chianti
A weekend with you
And risotto, risotto, risotto, risotto, risotto, risotto, risotto
Oh George, a weekend with you in Ascona
In Ascona at the lake Maggiore
With love, much love
Oh George, George
A restaurant at the public square
""Waiter!""
""Sir, Madam, would you like an espresso?""
""No – wine!""
Oh George, George
Oh George from the lake Maggiore
George, a weekend with you in Ascona
In Ascona at the lake Maggiore
With chianti, chianti, chianti, chianti, chianti
A weekend with you
And polenta, polenta, polenta, polenta, polenta, polenta, polenta
Oh George, a weekend with you in Ascona
In Ascona at the lake Maggiore
With love, much love
Oh George, George
A night under the moon
A boat - the lake, the mountains and the palms
Gardens, flowers, mimosa
Oh George, George
From the lake Maggiore in Ascona
In Aѕcona at the lake Maggiore
La la la la la la la la la la…
My beloved! My beloved!
Goodbye! Goodbye my beautiful, beautiful, blonde woman!
Goodbye, bye George
Oh George, George
La la la la la la la la la la la la…
La la la la la la la la la lа…
Oh George, George",90,26.7,"['lake', 'weekend', 'lake', 'chianti', 'chianti', 'chianti', 'chianti', 'weekend', 'risotto', 'risotto', 'risotto', 'risotto', 'risotto', 'risotto', 'risotto', 'weekend', 'lake', 'love', 'love', 'restaurant', 'espresso', 'wine', 'lake', 'weekend', 'lake', 'chianti', 'chianti', 'chianti', 'chianti', 'weekend', 'weekend', 'lake', 'love', 'love', 'night', 'moon', 'boat', 'lake', 'mountain', 'palm', 'flower', 'mimosa', 'lake', 'lake', 'woman']",,,Western Europe
1958,it,Italy,Domenico Modugno,Nel Blu Dipinto Di Blu,3.0,3.0,13.0,,,Domenico Modugno,https://youtube.com/watch?v=6DTo5aVLq5E,0,1,1,"I think such a dream will never come back
I painted my hands and my face blue
Then suddenly I was ravished by the wind
And I started flying in the infinite sky
Flying, oh oh…
Singing, ohohoho…
Blue painted in the blue
Happy to be up there
And I was flying, flying happily
Higher than the sun and even higher
While the world was slowly disappearing, far beneath
A soft music was playing just for me
Flying, oh oh..
Singing, ohohoho…
Blue painted in the blue
Happy to be up there
But all the dreams fade away at dawn, because
While setting, the moon takes them away
But I keep dreaming in your beautiful eyes
Which are as blue as a sky quilted with stars
Flying, oh oh…
Singing, ohohoho…
In the blue of your blue eyes
Happy to be down here
And I keep flying happily
Higher than the sun and even higher
While the world is slowly disappearing in your blue eyes
Your voice is a soft music playing for me
Flying, oh oh…
Singing, ohohoho…
In the blue of your blue eyes
Happy to be down here
In the blue of your blue eyes
Happy to be down here
In the blue of your blue eyeѕ
Hаppy to be down here with you",90,14.4,"['dream', 'hand', 'face', 'wind', 'sky', 'sun', 'world', 'music', 'dream', 'dawn', 'moon', 'eye', 'sky', 'star', 'blue', 'eye', 'sun', 'world', 'eye', 'voice', 'music', 'blue', 'eye', 'blue', 'eye', 'blue', 'eyeѕ']",,,Southern Europe
1958,se,Sweden,Alice Babs,Lilla Stjärna,4.0,4.0,10.0,,,Åke Gerhard,https://youtube.com/watch?v=f5DNvsB94uI,0,1,1,"La la la la la la la la la… la la la la la la la la la…
La la la la la la la la la… la la la la la la la la la…
Night over countryside and town, sleeping houses
The windows glitter, because of the star light
A girl standing by the window, looking up to the blue
Just fifteen years old, but still she's thinking
Little star up above, answer me, answer me
Is he coming, the man that I will love?
Yes, you'll probably know who he is
Will I read in his eye, the same answer, the same answer
That I think I see you twinkling to me now
You, little star?
Is he coming? Is he coming?
Yes, you'll probably know who he is
Will I read in his eye, the same answer, the same answer
That I think I see you twinkling to me now
You, little ѕtаr?",90,11.1,"['countryside', 'town', 'house', 'window', 'glitter', 'star', 'light', 'girl', 'window', 'year', 'star', 'man', 'eye', 'answer', 'answer', 'star', 'eye', 'answer', 'answer', 'ѕtаr']",,,Northern Europe
1958,be,Belgium,Fud Leclerc,Ma Petite Chatte,5.0,5.0,8.0,,,André Dohet,https://youtube.com/watch?v=i-k1TjSHSjU,0,1,1,"It was a melancholy day
It might happen to you tomorrow
I was walking around in the streets
Aimlessly and thinking about nothing
When I perceived her, she came to me
It's unbelievable, but it's true
She had all the trump cards in her game
And the skills up to her fingertips
Arguments, as much as you want
Put me up to anything
She had this funny little look
As if she wasn't really one
She smiled at me, being sure of its effect
I didn't believe there could be
Toys like that on earth
It was a dream to see that little kitty there
Not much higher than that
With crupled eyes
As they say it in songs
And all you need to do to please boys
And it was a love story
A story with a happy ending
And as this always happens
I married her one beautiful morning
And the evening came, I didn't dare to think about it
It's unbelievable, but know
She had all the trump cards in her game
And the skills up to her fingertips
It doesn't take a long time to say it
She put me up to anything
She had this funny little look
As if she wasn't really one
She smiled at me, being sure of its effect
I didn't believe there could be
Toys like that on earth
It was a dream to see that little kitty there
Curled up in my arms
With crupled eyes
As they say it in songs
And all you need to do to please boys
And all that can make you go mad
And all you can't sаy in songѕ",90,8.9,"['day', 'tomorrow', 'street', 'trump', 'card', 'game', 'skill', 'fingertip', 'look', 'effect', 'toy', 'earth', 'dream', 'kitty', 'eye', 'song', 'boy', 'love', 'story', 'story', 'ending', 'morning', 'evening', 'trump', 'card', 'game', 'skill', 'fingertip', 'time', 'look', 'effect', 'toy', 'earth', 'dream', 'kitty', 'arm', 'eye', 'song', 'boy', 'songѕ']",,,Western Europe
1958,at,Austria,Liane Augustin,Die Ganze Welt Braucht Liebe,5.0,5.0,8.0,,,Günther Leopold;Kurt Werner,https://youtube.com/watch?v=rXnNYa01hYg,0,1,1,"The whole world needs love
Who likes to be alone?
A little bit of love
Should it be different with me?
In the big gear of the world
Even the smallest stone has
Another little stone
Should it be different with me?
No
My heart too has longing
And it needs a second heart
That tries to understand me
In happy days, but also in bad days
And if the world were cold and gloomy
It wouldn't be kissed by sunshine
And every heart needs love
Should it be different with me?
No, it can't be different
The cheek wants to be touched softly
The mouth needs tenderness
The hand, it wants to be caressed
That's how it is today and for all times
The whole world needs love
My heart too has longing
And it needs a second heart
That tries to understand me
In happy days, but also in bad days
And if the world were cold and gloomy
Then it wouldn't be kissed by sunshine
And every heart needѕ love
Should it be different with me?
No, it cаn't be different",90,8.9,"['world', 'love', 'bit', 'love', 'gear', 'world', 'stone', 'stone', 'heart', 'heart', 'day', 'day', 'world', 'sunshine', 'heart', 'love', 'cheek', 'mouth', 'tenderness', 'hand', 'today', 'time', 'world', 'love', 'heart', 'heart', 'day', 'day', 'world', 'sunshine', 'heart', 'needѕ', 'love']",,,Western Europe
1958,de,Germany,Margot Hielscher,Für Zwei Groschen Musik,7.0,7.0,5.0,,,Friedrich Meyer,https://youtube.com/watch?v=cwGVd7Cj1sw,0,0,1,"They chose Miss Germany, Miss France and Miss Italy
There are also Miss Fashion and Miss Leg
But since everybody likes music
And there is no Miss Jukebox yet
I just want to be Miss Jukebox for once
Music for two pence, music for two pence
And everyday life fades away when happy music is played
Music for two pence, music for two pence
And for this little money, a world belongs to you
Do you want quiet music?
Do you want hot music?
Or do you find a minor key just wonderful?
Music for two pence, music for two pence
And for this little money, a world belongs to you
May it be music of Dixieland
Or songs from the Rhine?
Or do you prefer Verdi's operas?
Music for two pence, music for two pence
And for this little money, a world belongs to you
Music for two pence, music for two pence
Music for two pence, music for two pence
Here's the man at the piano
Here's the march, so are we
Here's the woodsman who sings when the home bells ring
Music for two pence, music for two pence
And for this little money, а world belongѕ to you",90,5.6,"['music', 'penny', 'music', 'penny', 'life', 'music', 'penny', 'music', 'penny', 'money', 'world', 'music', 'music', 'key', 'music', 'penny', 'music', 'penny', 'money', 'world', 'music', 'song', 'opera', 'music', 'penny', 'music', 'penny', 'money', 'world', 'penny', 'music', 'penny', 'penny', 'music', 'penny', 'man', 'piano', 'march', 'woodsman', 'home', 'bell', 'penny', 'music', 'penny', 'money']",,,Western Europe
1958,dk,Denmark,Raquel Rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,8.0,8.0,3.0,,,Harry Jensen;Sven Ulrik,https://youtube.com/watch?v=IGMLrLgVmR0,0,0,1,"When you left in anger, I regretted
The fault was mine - the reason, well… it tricked me
What we had together, was beautiful and great
Do you know what I've done today?
I tore a page out of my diary
Every little word I regret, my dear
What's the use, that I'm wise afterwards
If you think, everything must come to an end?
Try to forgive me, even if it is hard
Then I'll promise you, that it will never happen again
I tore a page out of my diary
You do the same, my friend
If you hate me, really, you have a reason
My jealousy, I was more than mean
Do try to forgive, that I was bad
And if you're great enough, well then forget
I tore a page out of my diary
Every little word I regret, my dear
What's the use, that I'm wise afterwards
If you think, everything must come to an end?
Try to forgive me, even if it is hard
Then I'll promise you, that it will never happen again
I tore a page out of my diary
You do the same, my friend
You do the ѕаme, my friend",90,3.3,"['anger', 'fault', 'mine', 'reason', 'today', 'page', 'diary', 'dear', 'use', 'end', 'page', 'diary', 'friend', 'reason', 'jealousy', 'page', 'diary', 'dear', 'use', 'end', 'page', 'diary', 'friend', 'ѕаme', 'friend']",,,Northern Europe
1958,nl,Netherlands,Corry Brokken,Heel De Wereld,9.0,9.0,1.0,,,Benny Vreden,https://youtube.com/watch?v=yoiVXVA8fs8,0,0,1,"I must tell my secret to the whole world
Because I'm happy
The whole world is now twice as important to me
Because now I know what happiness is
But isn't this world too busy?
Who still has time for happiness?
Yet I want to cheer because
I must tell my secret to the whole world
Because I'm happy
Shall I write cards to let everyone know?
Shall I advertise in the paper?
It doesn't matter for me how I tell it
But it must be known throughout the country
But isn't this world too busy?
Who still has time for happiness?
Yet I want to cheer because
I must tell my secret to the whole world
Becauѕe I'm hаppy",90,1.1,"['secret', 'world', 'world', 'happiness', 'world', 'time', 'happiness', 'secret', 'world', 'card', 'paper', 'country', 'world', 'time', 'happiness', 'secret', 'world']",,,Western Europe
1958,lu,Luxembourg,Solange Berry,Un Grand Amour,9.0,9.0,1.0,,,Michel Eric,https://youtube.com/watch?v=si14zjMHrhI,0,0,1,"A great love, that begins
Without thinking about it most of the time
And we listen to a romance
Born from a stirring silence
Because you know when we love each other
Even words are too much
What's the use of dreaming of a poem?
The supreme moment is much nicer
Eyes which are turning away quickly
And then hesitate to come back
To the eyes that tempt
And invite them to smile
That is how love imposes itself
And suggests something crazy to you
We don't live love in prose
We transpose it in poetry
A great love, alas, is ending
Like a nice dream in a sigh
Again worries trouble you
The sweet rest comes to an end
What does it matter that life is short
And that its vigour runs out one day
If friendship takes over
When a great love ends
If friendship takes over
When a greаt love endѕ",90,1.1,"['love', 'time', 'romance', 'silence', 'use', 'dreaming', 'poem', 'moment', 'eye', 'eye', 'love', 'love', 'prose', 'poetry', 'love', 'dream', 'sigh', 'trouble', 'rest', 'end', 'life', 'vigour', 'day', 'friendship', 'love', 'friendship', 'greаt', 'love', 'endѕ']",,,Western Europe
